6956,2013/11/01,41
6956,2013/11/02,55
6956,2013/11/03,42
6956,2013/11/04,32
6956,2013/11/05,35
6956,2013/11/06,35
6956,2013/11/07,67
6956,2013/11/08,76
6956,2013/11/09,43
6956,2013/11/10,26
6956,2013/11/11,17
6956,2013/11/12,35
6956,2013/11/13,61
6956,2013/11/14,42
6956,2013/11/15,13
6956,2013/11/16,27
6956,2013/11/17,27
6956,2013/11/18,33
6956,2013/11/19,20
6956,2013/11/20,21
6956,2013/11/21,14
6956,2013/11/22,16
6956,2013/11/23,22
6956,2013/11/24,26
6956,2013/11/25,36
6956,2013/11/26,21
6956,2013/11/27,37
6956,2013/11/28,40
6956,2013/11/29,61
6956,2013/11/30,57
6956,2013/12/01,48
6956,2013/12/02,57
6956,2013/12/03,63
6956,2013/12/04,64
6956,2013/12/05,89
6956,2013/12/07,72
6956,2013/12/12,103
6956,2013/12/13,74
6956,2013/12/14,58
6956,2013/12/15,85
6956,2013/12/16,79
6956,2013/12/17,79
6956,2013/12/20,24
6956,2013/12/21,36
6956,2013/12/22,41
6956,2013/12/23,44
6956,2013/12/24,18
6956,2013/12/25,10
6956,2013/12/26,6
6956,2013/12/27,29
6956,2013/12/28,30
6956,2013/12/29,17
6956,2013/12/30,24
6956,2013/12/31,33
